Character,Transcription,Fanqie,Sixtuple,Reference
𥉋,dong,徒登,曾開一平登定,981
恒,hong,胡登,曾開一平登匣,982
𢛢,hong,胡登,曾開一平登匣,982
搄,kong,古恒,曾開一平登見,983
縆,kong,古恒,曾開一平登見,983
縆,kongH,古鄧,曾開一去登見,3021
鼟,thong,他登,曾開一平登透,984
膯,thong,他登,曾開一平登透,984
𤃶,thong,他登,曾開一平登透,984
𤃶,thongH,台鄧,曾開一去登透,3030
𧰥,thong,他登,曾開一平登透,984
漰,phong,普朋,曾開一平登滂,985
尤,hjuw,羽求,流開三平尤云,986
𣏞,hjuw,羽求,流開三平尤云,986
疣,hjuw,羽求,流開三平尤云,986
肬,hjuw,羽求,流開三平尤云,986
𪐤,hjuw,羽求,流開三平尤云,986
沋,hjuw,羽求,流開三平尤云,986
郵,hjuw,羽求,流開三平尤云,986
訧,hjuw,羽求,流開三平尤云,986
憂,'juw,於求,流開三平尤影,987
優,'juw,於求,流開三平尤影,987
瀀,'juw,於求,流開三平尤影,987
𢕶,'juw,於求,流開三平尤影,987
麀,'juw,於求,流開三平尤影,987
𪋎,'juw,於求,流開三平尤影,987
櫌,'juw,於求,流開三平尤影,987
鄾,'juw,於求,流開三平尤影,987
𢆶,'juw,於求,流開三平尤影,987
𢆶,'jiw,於虯,流開三平幽影,1034
嚘,'juw,於求,流開三平尤影,987
耰,'juw,於求,流開三平尤影,987
獶,'juw,於求,流開三平尤影,987
𧀥,'juw,於求,流開三平尤影,987
纋,'juw,於求,流開三平尤影,987
㱊,'juw,於求,流開三平尤影,987
留,ljuw,力求,流開三平尤來,988
留,ljuwH,力救,流開三去尤來,3047
劉,ljuw,力求,流開三平尤來,988
蒥,ljuw,力求,流開三平尤來,988
勠,ljuw,力求,流開三平尤來,988
勠,ljuwH,力救,流開三去尤來,3047
勠,ljuwk,力竹,通開三入東來,3201
鶹,ljuw,力求,流開三平尤來,988
騮,ljuw,力求,流開三平尤來,988
駵,ljuw,力求,流開三平尤來,988
疁,ljuw,力求,流開三平尤來,988
𥹷,ljuw,力求,流開三平尤來,988
流,ljuw,力求,流開三平尤來,988
㳅,ljuw,力求,流開三平尤來,988
飂,ljuw,力求,流開三平尤來,988
飂,ljuwH,力救,流開三去尤來,3047
飀,ljuw,力求,流開三平尤來,988
瘤,ljuw,力求,流開三平尤來,988
瘤,ljuwH,力救,流開三去尤來,3047
榴,ljuw,力求,流開三平尤來,988
瑬,ljuw,力求,流開三平尤來,988
旒,ljuw,力求,流開三平尤來,988
瑠,ljuw,力求,流開三平尤來,988
𪕚,ljuw,力求,流開三平尤來,988
𤠑,ljuw,力求,流開三平尤來,988
䉧,ljuw,力求,流開三平尤來,988
䉧,ljuwX,力久,流開三上尤來,1928
𥰣,ljuw,力求,流開三平尤來,988
瀏,ljuw,力求,流開三平尤來,988
瀏,ljuwX,力久,流開三上尤來,1928
䬟,ljuw,力求,流開三平尤來,988
䱖,ljuw,力求,流開三平尤來,988
鰡,ljuw,力求,流開三平尤來,988
嵧,ljuw,力求,流開三平尤來,988
𣠚,ljuw,力求,流開三平尤來,988
鎦,ljuw,力求,流開三平尤來,988
𦃓,ljuw,力求,流開三平尤來,988
𢷶,ljuw,力求,流開三平尤來,988
𨶪,ljuw,力求,流開三平尤來,988
𨶪,kewX,古了,效開四上蕭見,1665
懰,ljuw,力求,流開三平尤來,988
懰,ljuwX,力久,流開三上尤來,1928
餾,ljuw,力求,流開三平尤來,988
餾,ljuwH,力救,流開三去尤來,3047
䖻,ljuw,力求,流開三平尤來,988
裗,ljuw,力求,流開三平尤來,988
𪆱,ljuw,力求,流開三平尤來,988
𪎣,ljuw,力求,流開三平尤來,988
硫,ljuw,力求,流開三平尤來,988
遛,ljuw,力求,流開三平尤來,988
䚧,ljuw,力求,流開三平尤來,988
鏐,ljuw,力求,流開三平尤來,988
鏐,ljiw,力幽,流開三平幽來,1037
鎏,ljuw,力求,流開三平尤來,988
秋,tshjuw,七由,流開三平尤清,989
秌,tshjuw,七由,流開三平尤清,989
鞧,tshjuw,七由,流開三平尤清,989
緧,tshjuw,七由,流開三平尤清,989
𦃈,tshjuw,七由,流開三平尤清,989
鞦,tshjuw,七由,流開三平尤清,989
湫,tshjuw,七由,流開三平尤清,989
湫,tsjuw,即由,流開三平尤精,992
湫,tsewX,子了,效開四上蕭精,1675
湫,dzjuwX,在九,流開三上尤從,1936
鶖,tshjuw,七由,流開三平尤清,989
鰍,tshjuw,七由,流開三平尤清,989
鰌,tshjuw,七由,流開三平尤清,989
鰌,dzjuw,自秋,流開三平尤從,993
楸,tshjuw,七由,流開三平尤清,989
萩,tshjuw,七由,流開三平尤清,989
𪓰,tshjuw,七由,流開三平尤清,989
𪓵,tshjuw,七由,流開三平尤清,989
䵸,tshjuw,七由,流開三平尤清,989
蟗,tshjuw,七由,流開三平尤清,989
䨂,tshjuw,七由,流開三平尤清,989
趥,tshjuw,七由,流開三平尤清,989
趥,tshjuwngH,千仲,通開三去東清,2109
由,yuw,以周,流開三平尤以,990
猷,yuw,以周,流開三平尤以,990
猶,yuw,以周,流開三平尤以,990
猶,kjuwH,居祐,流開三去尤見,3032
猶,yuwH,余救,流開三去尤以,3054
悠,yuw,以周,流開三平尤以,990
油,yuw,以周,流開三平尤以,990
油,yuwH,余救,流開三去尤以,3054
攸,yuw,以周,流開三平尤以,990
蕕,yuw,以周,流開三平尤以,990
浟,yuw,以周,流開三平尤以,990
𠧷,yuw,以周,流開三平尤以,990
冘,yuw,以周,流開三平尤以,990
冘,yim,餘針,深開三平侵以,1055
邎,yuw,以周,流開三平尤以,990
輶,yuw,以周,流開三平尤以,990
輶,yuwX,與久,流開三上尤以,1943
輶,yuwH,余救,流開三去尤以,3054
秞,yuw,以周,流開三平尤以,990
蚰,yuw,以周,流開三平尤以,990
蝣,yuw,以周,流開三平尤以,990
櫾,yuw,以周,流開三平尤以,990
櫾,yuwH,余救,流開三去尤以,3054
